Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1704192489,13,POST,/prediction_category,0.300000,0.000000,52,52,93,93,93,93,93,93,93,93,93,4,0,51,61.026074999999125,48.62089999999952,92.53220000000084,121.25
1704192489,13,POST,/prediction_sexism,0.700000,0.000000,57,88,91,96,120,120,120,120,120,120,120,10,0,55,70.42733999999982,46.895199999994475,119.79640000000202,91.1
1704192489,13,GET,/task,0.100000,0.000000,52,52,52,52,52,52,52,52,52,52,52,1,0,51.85379999999995,51.85379999999995,51.85379999999995,51.85379999999995,192.0
1704192489,13,GET,/task/A,0.200000,0.000000,95,95,95,95,95,95,95,95,95,95,95,2,0,84.28509999999889,89.66209999999819,84.28509999999889,95.03909999999749,168.0
1704192489,13,GET,/task/A/metrics,0.200000,0.000000,50,50,50,50,50,50,50,50,50,50,50,2,0,49,49.488000000001975,48.623600000002654,50.352400000001296,94.0
1704192489,13,GET,/task/A/preprocessing,0.200000,0.000000,95,95,97,97,97,97,97,97,97,97,97,4,0,49,72.40369999999885,48.782899999999074,97.11039999999826,109.0
1704192489,13,GET,/task/B,0.200000,0.000000,89,89,93,93,93,93,93,93,93,93,93,3,0,89,76.0317999999991,45.769599999999855,93.10359999999918,240.0
1704192489,13,GET,/task/B/metrics,0.300000,0.000000,50,50,55,55,55,55,55,55,55,55,55,5,0,50,58.402539999997316,46.91429999999741,92.69019999999983,94.0
1704192489,13,GET,/task/B/preprocessing,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,1,0,90.93730000000022,90.93730000000022,90.93730000000022,90.93730000000022,108.0
1704192489,13,,Aggregated,2.300000,0.000000,52,57,91,93,95,97,120,120,120,120,120,33,0,53,67.31499393939315,42.20289999999949,119.79640000000202,124.84848484848484
1704192490,14,GET,/,0.100000,0.000000,42,42,42,42,42,42,42,42,42,42,42,1,0,42.20289999999949,42.20289999999949,42.20289999999949,42.20289999999949,274.0
1704192490,14,POST,/prediction_category,0.400000,0.000000,52,52,93,93,93,93,93,93,93,93,93,4,0,51,61.026074999999125,48.62089999999952,92.53220000000084,121.25
